,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,10,genres_together,artist_id,Artist,artist_followers,artist_popularity
499,adult standards,jazz blues,swing,vocal jazz,,,,,,,,"adult standards,jazz blues,swing,vocal jazz",5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,1853263,0.76
500,dance pop,edm,pop,pop dance,tropical house,uk dance,,,,,,"dance pop,edm,pop,pop dance,tropical house,uk dance",1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,3097554,0.8
501,dance pop,pop,pop dance,pop rock,post-teen pop,,,,,,,"dance pop,pop,pop dance,pop rock,post-teen pop",6T5tfhQCknKG4UnH90qGnz,DNCE,3561714,0.71
502,latin rock,spanish indie pop,,,,,,,,,,"latin rock,spanish indie pop",2Ynst7DZrEJnlaMM41ZCxd,La Casa Azul,119248,0.57
503,cantautor,latin rock,spanish indie pop,spanish modern rock,spanish pop,spanish rock,,,,,,"cantautor,latin rock,spanish indie pop,spanish modern rock,spanish pop,spanish rock",1uvhwixGrZkuT2gpQQWgYb,Miss Caffeina,151221,0.55
504,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,4546728,0.81
505,latin,latin arena pop,latin pop,spanish pop,,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán,3516979,0.79
506,album rock,classic rock,country rock,folk rock,heartland rock,mellow gold,pop rock,rock,roots rock,singer-songwriter,soft rock,"album rock,classic rock,country rock,folk rock,heartland rock,mellow gold,pop rock,rock,roots rock,singer-songwriter,soft rock",2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,1524145,0.73
507,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",1fctva4kpRbg2k3v7kwRuS,Rvssian,1202946,0.71
508,latin viral pop,spanish pop,,,,,,,,,,"latin viral pop,spanish pop",0zuqz96cs1dQcxc2FpLPcR,Sofia Ellar,124354,0.6
509,electropop,pop,pop rap,,,,,,,,,"electropop,pop,pop rap",2cFrymmkijnjDg9SS92EPM,blackbear,3915284,0.88
510,dominican pop,trap latino,,,,,,,,,,"dominican pop,trap latino",4ygcJmgRCkZ0AoKkMt1xiZ,Karetta el Gucci,17769,0.62
511,electro latino,latin,latin hip hop,latin pop,trap latino,tropical,,,,,,"electro latino,latin,latin hip hop,latin pop,trap latino,tropical",5NS0854TqZQVoRmJKSWtFZ,Chino & Nacho,1919155,0.68
512,afro dancehall,afropop,ghanaian hip hop,nigerian pop,swedish dancehall,,,,,,,"afro dancehall,afropop,ghanaian hip hop,nigerian pop,swedish dancehall",4TAoP0f9OuWZUesao43xUW,Mr Eazi,281558,0.72
513,bolero,latin,latin pop,,,,,,,,,"bolero,latin,latin pop",2nszmSgqreHSdJA3zWPyrW,Luis Miguel,6350075,0.84
514,classic rock,heartland rock,mellow gold,permanent wave,rock,singer-songwriter,,,,,,"classic rock,heartland rock,mellow gold,permanent wave,rock,singer-songwriter",3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,3771172,0.81
515,spanish pop,,,,,,,,,,,spanish pop,5fmYDIdgEkSgLdL6esxgfp,Belén Aguilera,41962,0.62
516,hollywood,movie tunes,,,,,,,,,,"hollywood,movie tunes",2snm3HmsnDUDxbIChdl2Oj,Justin Hurwitz,59458,0.64
517,baroque pop,pop,uk alternative pop,,,,,,,,,"baroque pop,pop,uk alternative pop",1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,5458147,0.77
518,spanish indie pop,spanish pop,,,,,,,,,,"spanish indie pop,spanish pop",2LCcy9CZWwZ7Vvykt8IVVq,Carlos Sadness,273835,0.66
519,emo rap,lgbtq+ hip hop,,,,,,,,,,"emo rap,lgbtq+ hip hop",2kCcBybjl3SAtIcwdWpUe3,Lil Peep,6160582,0.9
520,ska,spanish rock,,,,,,,,,,"ska,spanish rock",2fiiGUBgPsIKDCE0bTthnl,Ska-P,644528,0.65
521,rap espanol,trap latino,urbano espanol,,,,,,,,,"rap espanol,trap latino,urbano espanol",5VyXOfvTQljStUXx1coETY,Robledo,30938,0.55
522,latin,latin pop,tropical,,,,,,,,,"latin,latin pop,tropical",1c22GXH30ijlOfXhfLz9Df,Elvis Crespo,568110,0.69
523,latin,reggaeton,reggaeton flow,trap argentino,trap latino,,,,,,,"latin,reggaeton,reggaeton flow,trap argentino,trap latino",1pQWsZQehhS4wavwh7Fnxd,Lenny Tavárez,1073164,0.88
524,dance pop,edm,pop,pop dance,,,,,,,,"dance pop,edm,pop,pop dance",1vCWHaC5f2uS3yhpwWbIA6,Avicii,18965187,0.85
525,,,,,,,,,,,,,2FHN0lFkoif5aZHW55PNKD,Villancicos de Navidad y Canciones de Navidad,40267,0.54
526,chilean hardcore,,,,,,,,,,,chilean hardcore,431Pb5EV8KsCBGTw96ZTQ4,Dj Kass,31010,0.51
527,,,,,,,,,,,,,4HYOJQ40RARNOU41tfIgjy,Alfred Tapscott|The Harmony Group,19,0.04
528,,,,,,,,,,,,,1TyJOIctKqMSzRWmAIF3KT,Pedro Calderón,14,0.5
529,trap latino,urbano espanol,,,,,,,,,,"trap latino,urbano espanol",6vPXtLmNd3mW0dd1Rb9eQ9,Don Patricio,462583,0.67
530,dance pop,edm,electronic trap,pop,pop dance,,,,,,,"dance pop,edm,electronic trap,pop,pop dance",540vIaP2JwjQb9dm3aArA4,DJ Snake,7199451,0.81
531,rap,,,,,,,,,,,rap,2PaZWGu5T5nHjY2xxAkFsT,THE SCOTTS,170047,0.71
532,latin,perreo,reggaeton,trap latino,tropical,,,,,,,"latin,perreo,reggaeton,trap latino,tropical",2jSGzJw0ebJLu7OLVSOcBP,Plan B,1220086,0.75
533,brooklyn drill,,,,,,,,,,,brooklyn drill,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,3858602,0.94
534,portuguese pop,,,,,,,,,,,portuguese pop,0GfYO21pue5u0sVEYk9HZO,Salvador Sobral,89666,0.47
535,adult standards,easy listening,,,,,,,,,,"adult standards,easy listening",6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,337107,0.77
536,dance pop,pop,post-teen pop,,,,,,,,,"dance pop,pop,post-teen pop",1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,6690182,0.82
537,latin talent show,latin viral pop,,,,,,,,,,"latin talent show,latin viral pop",7hJTjbk6L2FtRVgEhjKoTc,Damion Frost,11006,0.25
538,album rock,classic rock,folk rock,mellow gold,rock,soft rock,yacht rock,,,,,"album rock,classic rock,folk rock,mellow gold,rock,soft rock,yacht rock",77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,1393497,0.76
539,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",1jSjfSgDjedJdi5MoyRu78,Lary Over,3225345,0.7
540,cantautor,latin,latin arena pop,latin pop,mexican pop,rock en espanol,spanish pop,,,,,"cantautor,latin,latin arena pop,latin pop,mexican pop,rock en espanol,spanish pop",5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,4869181,0.79
541,hollywood,,,,,,,,,,,hollywood,6kXm2YCtdUOpRYNKeKhfue,Ryan Gosling,34058,0.6
542,alternative metal,alternative rock,blues rock,modern rock,nu metal,palm desert scene,rock,stoner metal,stoner rock,,,"alternative metal,alternative rock,blues rock,modern rock,nu metal,palm desert scene,rock,stoner metal,stoner rock",4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,2553219,0.73
543,,,,,,,,,,,,,6T70tWxqyIpdVbsFvPzqM3,La La Land Cast,10509,0.53
544,canadian contemporary r&b,electropop,indie cafe pop,pop,,,,,,,,"canadian contemporary r&b,electropop,indie cafe pop,pop",66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,206917,0.78
545,art pop,pop,,,,,,,,,,"art pop,pop",00FQb4jTyendYWaN8pK0wa,Lana Del Rey,12083117,0.88
546,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",1TtXnWcUs0FCkaZDPGYHdf,Darell,1742384,0.83
547,australian indigenous,australian pop,australian talent show,dance pop,,,,,,,,"australian indigenous,australian pop,australian talent show,dance pop",6rHWAH6F4mr2AViSxMV673,Jessica Mauboy,202147,0.58
548,cantautor,latin pop,rumba,spanish pop,,,,,,,,"cantautor,latin pop,rumba,spanish pop",2ECP3nWC88LaFz4oQzTo3Z,Café Quijano,263999,0.6
549,dance pop,latin,miami hip hop,pop,pop dance,pop rap,,,,,,"dance pop,latin,miami hip hop,pop,pop dance,pop rap",0TnOYISbd1XYRBk9myaseg,Pitbull,8188370,0.85
550,boy band,dance pop,pop,post-teen pop,,,,,,,,"boy band,dance pop,pop,post-teen pop",5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,7062746,0.84
551,dance pop,edm,electro house,electropop,norwegian pop,pop,pop dance,pop edm,tropical house,,,"dance pop,edm,electro house,electropop,norwegian pop,pop,pop dance,pop edm,tropical house",4YXycRbyyAE0wozTk7QMEq,Matoma,613530,0.73
552,venezuelan hip hop,,,,,,,,,,,venezuelan hip hop,5GcWBUX00IPuWVGMIRK1sS,Residente,831641,0.67
553,latin alternative,latin hip hop,rap latina,spanish hip hop,,,,,,,,"latin alternative,latin hip hop,rap latina,spanish hip hop",3Ces1OJeGOVGcUB0wPaPXJ,Mala Rodríguez,390717,0.63
554,dance pop,pop,pop rap,rap,,,,,,,,"dance pop,pop,pop rap,rap",4kYSro6naA4h99UJvo89HB,Cardi B,14271752,0.89
555,latin,reggaeton,trap latino,,,,,,,,,"latin,reggaeton,trap latino",0EFisYRi20PTADoJrifHrz,Jhay Cortez,1674185,0.89
556,contemporary country,country road,,,,,,,,,,"contemporary country,country road",6y8XlgIV8BLlIg1tT1R10i,Old Dominion,932023,0.72
557,latin pop,trap latino,urbano espanol,,,,,,,,,"latin pop,trap latino,urbano espanol",2t7vyRN71qtQT18frElAnV,Maikel Delacalle,306838,0.65
558,dance pop,electropop,pop,pop dance,post-teen pop,,,,,,,"dance pop,electropop,pop,pop dance,post-teen pop",0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,3486219,0.82
559,hip hop,pop rap,portland hip hop,rap,underground hip hop,,,,,,,"hip hop,pop rap,portland hip hop,rap,underground hip hop",3Gm5F95VdRxW3mqCn8RPBJ,Aminé,1513180,0.77
560,trap latino,trap triste,urbano espanol,,,,,,,,,"trap latino,trap triste,urbano espanol",0VZrPa7mWAYXH4CwmYk8Km,Kidd Keo,1506589,0.74
561,flamenco urbano,trap latino,urbano espanol,,,,,,,,,"flamenco urbano,trap latino,urbano espanol",0fdh6BhOBgk3vqVn2XKQ0F,Bandaga,81318,0.58
562,urbano espanol,,,,,,,,,,,urbano espanol,5yD3wtXDmbOloiFzO3km1M,LUNA KI,21262,0.46
563,latin talent show,latin viral pop,,,,,,,,,,"latin talent show,latin viral pop",7KfgG2lUixN1kil22lI4AV,Operación Triunfo 2017,154245,0.37
564,rap espanol,urbano espanol,,,,,,,,,,"rap espanol,urbano espanol",5Uox3n7m4W2CoM9MmHPJwQ,Delaossa,87934,0.63
565,dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance,,,,,"dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",6beUvFUlKliUYJdLOXNj9C,King Princess,1020695,0.71
566,electropop,pop,post-teen pop,,,,,,,,,"electropop,pop,post-teen pop",5JZ7CnR6gTvEMKX4g70Amv,Lauv,3904685,0.85
567,eurovision,latin talent show,latin viral pop,musica catalana,reggae catala,spanish pop,,,,,,"eurovision,latin talent show,latin viral pop,musica catalana,reggae catala,spanish pop",2hahtdJusGYC77DKod4qfB,Miki Núñez,104325,0.58
568,dembow,dominican pop,,,,,,,,,,"dembow,dominican pop",7mcJN2bWqCv7jvykgHp4KN,La Nueva Escuela,71552,0.52
569,dance pop,pop,pop rap,r&b,rap,,,,,,,"dance pop,pop,pop rap,r&b,rap",7bXgB6jMjp9ATFy66eO08Z,Chris Brown,13039107,0.9
570,villancicos,,,,,,,,,,,villancicos,01irPp5AwGTBpRghY1ViQn,Los Cantaseries,305,0.29
571,latin pop,,,,,,,,,,,latin pop,2urF8dgLVfDjunO0pcHUEe,Alvaro Soler,1330862,0.68
572,spanish indie pop,,,,,,,,,,,spanish indie pop,1GDip5phlxYzeZ36vnf9kJ,Delaporte,29463,0.51
573,latin,latin pop,pop venezolano,reggaeton,trap latino,,,,,,,"latin,latin pop,pop venezolano,reggaeton,trap latino",2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,2768132,0.78
574,reggaeton flow,trap latino,,,,,,,,,,"reggaeton flow,trap latino",7Kh6SBEGtFtqjYo5bN0ACG,Young Martino,8889,0.61
575,,,,,,,,,,,,,3pPvxpifWmiueGdmBeUvZW,Nakary,3788,0.49
576,latin pop,latin talent show,latin viral pop,spanish pop,,,,,,,,"latin pop,latin talent show,latin viral pop,spanish pop",3MRynBsyLGzv3IQ9Fip6hO,Ana Guerra,391244,0.57
577,latin,latin hip hop,reggaeton,trap latino,tropical,,,,,,,"latin,latin hip hop,reggaeton,trap latino,tropical",1SupJlEpv7RS2tPNRaHViT,Nicky Jam,13830932,0.88
578,pop,sad rap,,,,,,,,,,"pop,sad rap",4qIVPF0s71ZYW3qzhu5GkF,Kina,583499,0.78
579,pop flamenco,rumba,spanish pop rock,,,,,,,,,"pop flamenco,rumba,spanish pop rock",4Orj5NmOg4wuREX0dzsyjR,Las Chuches,10973,0.39
580,dance pop,pop,pop dance,pop rap,,,,,,,,"dance pop,pop,pop dance,pop rap",1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,5292454,0.86
581,reggaeton,reggaeton flow,trap latino,,,,,,,,,"reggaeton,reggaeton flow,trap latino",65jIUih0ZeTUJhSTRuYxpi,Omy de Oro,53465,0.67
582,urbano espanol,,,,,,,,,,,urbano espanol,0lxgPYvUjEApUKpZmr61IE,$kyhook,13902,0.52
583,,,,,,,,,,,,,64ieExteyec8h8LZbCP7Ux,Cairo Street Rappers,5,0.0
584,,,,,,,,,,,,,2wQeeyUc7oiN9aLkuf2gy1,Dflowetry,124,0.21
585,latin,reggaeton,reggaeton flow,trap boricua,trap latino,,,,,,,"latin,reggaeton,reggaeton flow,trap boricua,trap latino",2R21vXR83lH98kGeO99Y66,Anuel AA,16155909,0.93
586,basshall,dutch rap pop,ritmo kombina,,,,,,,,,"basshall,dutch rap pop,ritmo kombina",4NEThNYJ3WyNcJWcmpjq88,Ir Sais,59995,0.68
587,eurovision,israeli pop,,,,,,,,,,"eurovision,israeli pop",4Z4afeDmHFxPmJorIwupbZ,Netta,96450,0.56
588,villancicos,,,,,,,,,,,villancicos,1NY3EjKkYjyKooBOXWsubP,Coros Las Escuelas Ave Marianas,752,0.14
589,czech pop,eurovision,,,,,,,,,,"czech pop,eurovision",6Kz7MXIUFMtp5Ts91lagtR,Mikolas Josef,60785,0.58
590,rap espanol,urbano espanol,,,,,,,,,,"rap espanol,urbano espanol",4cK5uxWRVJ3QOSfaBMX2Ex,Cupido,60270,0.54
591,pop flamenco,rumba,spanish pop,,,,,,,,,"pop flamenco,rumba,spanish pop",5ZqnEfVdEGmoPxtELhN7ai,Estopa,1207277,0.71
592,indie extremena,,,,,,,,,,,indie extremena,3bgsNtcf5d5h9jbQbohfBK,Extremoduro,840706,0.66
593,barbadian pop,dance pop,pop,pop dance,post-teen pop,r&b,urban contemporary,,,,,"barbadian pop,dance pop,pop,pop dance,post-teen pop,r&b,urban contemporary",5pKCCKE2ajJHZ9KAiaK11H,Rihanna,40918600,0.91
594,funk carioca,funk ostentacao,funk pop,,,,,,,,,"funk carioca,funk ostentacao,funk pop",1mXAhKnZEdF6rotyyd4GBi,MC Kevinho,7418241,0.74
595,complextro,dance pop,edm,electro house,electropop,german techno,pop,pop dance,post-teen pop,tropical house,,"complextro,dance pop,edm,electro house,electropop,german techno,pop,pop dance,post-teen pop,tropical house",2qxJFvFYMEDqd7ui6kSAcq,Zedd,5331253,0.81
596,reggaeton,reggaeton flow,trap latino,,,,,,,,,"reggaeton,reggaeton flow,trap latino",62lbdm09j0QUbWB7SqCJvt,Anonimus,151857,0.59
597,latin arena pop,mexican pop,spanish pop,spanish synthpop,,,,,,,,"latin arena pop,mexican pop,spanish pop,spanish synthpop",7CJiKj8TrQSms0WSCKbHm4,Fangoria,186346,0.56
598,adult standards,contemporary vocal jazz,jazz pop,lounge,neo mellow,vocal jazz,,,,,,"adult standards,contemporary vocal jazz,jazz pop,lounge,neo mellow,vocal jazz",3XxxEq6BREC57nCWXbQZ7o,Jamie Cullum,427075,0.67
599,francoton,french hip hop,rap conscient,,,,,,,,,"francoton,french hip hop,rap conscient",0GOx72r5AAEKRGQFn3xqXK,GIMS,2764357,0.78
600,chicano rap,pop rap,,,,,,,,,,"chicano rap,pop rap",7MP4jhYmFEgb0AtiOkw55s,Play-N-Skillz,18276,0.64
601,guatemalan pop,r&b en espanol,trap latino,urbano espanol,,,,,,,,"guatemalan pop,r&b en espanol,trap latino,urbano espanol",4rriNpL1lxpoysDDctWgl3,Jesse Baez,84447,0.59
602,dance pop,pop,pop dance,pop rap,seattle hip hop,,,,,,,"dance pop,pop,pop dance,pop rap,seattle hip hop",5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2551450,0.79
603,pop rap,rhode island rap,,,,,,,,,,"pop rap,rhode island rap",0vRvGUQVUjytro0xpb26bs,Arizona Zervas,567013,0.77
604,belgian dance,belgian edm,big room,edm,electro house,pop dance,progressive electro house,tropical house,,,,"belgian dance,belgian edm,big room,edm,electro house,pop dance,progressive electro house,tropical house",73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,2950080,0.77
605,latin,reggaeton,trap latino,,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,Bad Bunny,29485326,1.0
606,pop,post-teen pop,,,,,,,,,,"pop,post-teen pop",6KImCVD70vtIoJWnq6nGn3,Harry Styles,12384075,0.91
607,argentine hip hop,trap argentino,trap triste,,,,,,,,,"argentine hip hop,trap argentino,trap triste",1vqR17Iv8VFdzure1TAXEq,Lit Killah,1899400,0.7
608,dance pop,edm,electro house,melbourne bounce,melbourne bounce international,pop dance,progressive electro house,,,,,"dance pop,edm,electro house,melbourne bounce,melbourne bounce international,pop dance,progressive electro house",6VD4UEUPvtsemqD3mmTqCR,Deorro,1091191,0.71
609,alternative hip hop,,,,,,,,,,,alternative hip hop,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,6483396,0.82
610,dance pop,edm,electropop,pop,pop dance,post-teen pop,scandipop,swedish electropop,swedish pop,tropical house,,"dance pop,edm,electropop,pop,pop dance,post-teen pop,scandipop,swedish electropop,swedish pop,tropical house",1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,8304231,0.82
611,neo mellow,pop,pop dance,pop rock,tropical house,uk pop,,,,,,"neo mellow,pop,pop dance,pop rock,tropical house,uk pop",4kYGAK2zu9EAomwj3hXkXy,JP Cooper,599724,0.75
612,eurovision,latin talent show,,,,,,,,,,"eurovision,latin talent show",3bch3EeUoah5rDRni92X93,Marilia Monzón,16142,0.32
613,colombian pop,latin,latin pop,reggaeton,reggaeton colombiano,,,,,,,"colombian pop,latin,latin pop,reggaeton,reggaeton colombiano",3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,77796,0.73
614,swedish pop,,,,,,,,,,,swedish pop,11LbPHLi2sCqOVjknt0jmW,John Lundvik,22537,0.48
615,dance pop,edm,indietronica,metropopolis,pop,pop dance,post-teen pop,tropical house,uk pop,,,"dance pop,edm,indietronica,metropopolis,pop,pop dance,post-teen pop,tropical house,uk pop",0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,9014544,0.83
616,dance pop,edm,house,liquid funk,pop,pop dance,tropical house,uk dance,uk funky,,,"dance pop,edm,house,liquid funk,pop,pop dance,tropical house,uk dance,uk funky",4WN5naL3ofxrVBgFpguzKo,Rudimental,1240250,0.76
617,villancicos,,,,,,,,,,,villancicos,5DjOFRgriIqkevnxGp0X82,"Mr. David ""The Gnomo"" And His Friends",222,0.16
618,rumba,spanish pop,spanish pop rock,,,,,,,,,"rumba,spanish pop,spanish pop rock",2WrKqjMRKr5MitNYaNgvl3,Azucar Moreno,145450,0.53
619,bergen indie,melancholia,norwegian indie,,,,,,,,,"bergen indie,melancholia,norwegian indie",41AbNVba2ccpmcc9QtOJE7,Kings of Convenience,562850,0.62
620,indie soul,uk alternative pop,,,,,,,,,,"indie soul,uk alternative pop",53KwLdlmrlCelAZMaLVZqU,James Blake,1131579,0.74
621,alternative dance,metropopolis,,,,,,,,,,"alternative dance,metropopolis",4gwpcMTbLWtBUlOijbVpuu,Capital Cities,715359,0.69
622,latin,reggaeton,reggaeton flow,trap boricua,trap latino,,,,,,,"latin,reggaeton,reggaeton flow,trap boricua,trap latino",1Ts9of7VPZElwPQnqnDSfW,Lyanno,281470,0.81
623,rap espanol,trap triste,urbano espanol,,,,,,,,,"rap espanol,trap triste,urbano espanol",1nwjHzOUQZsNYX8xoWiGVC,Funzo & Baby Loud,81489,0.64
624,latin,reggaeton,reggaeton colombiano,trap latino,,,,,,,,"latin,reggaeton,reggaeton colombiano,trap latino",790FomKkXshlbRYZFtlgla,KAROL G,14621954,0.9
625,adult standards,bebop,cool jazz,jazz,jazz fusion,jazz piano,stride,vocal jazz,,,,"adult standards,bebop,cool jazz,jazz,jazz fusion,jazz piano,stride,vocal jazz",4jXfFzeP66Zy67HM2mvIIF,Bill Evans,447044,0.65
626,dance pop,pop,pop dance,post-teen pop,,,,,,,,"dance pop,pop,pop dance,post-teen pop",5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,14010314,0.9
627,,,,,,,,,,,,,6HCUfgQJQ5AvjxX3coDJsT,Chingiz,2238,0.3
628,colombian pop,latin,latin pop,mexican pop,spanish pop,,,,,,,"colombian pop,latin,latin pop,mexican pop,spanish pop",5enSNzCwMx61gCMv9jaV4Q,Soraya,231915,0.53
629,reggaeton,,,,,,,,,,,reggaeton,3HPOnbuwLP2qlwWQ7cgxYW,Xantos,172970,0.53
630,eurovision,,,,,,,,,,,eurovision,3U4YeD9p381pXkebifD865,Cesar Sampson,5977,0.35
631,,,,,,,,,,,,,2NfSBtmWe7oPw1EmetJVso,Boza,190699,0.8
632,melodic rap,philly rap,rap,trap,,,,,,,,"melodic rap,philly rap,rap,trap",4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,10698902,0.92
633,florida rap,hip hop,melodic rap,miami hip hop,rap,southern hip hop,trap,,,,,"florida rap,hip hop,melodic rap,miami hip hop,rap,southern hip hop,trap",46SHBwWsqBkxI7EeeBEQG7,Kodak Black,6637670,0.83
634,latin arena pop,spanish pop,spanish rock,,,,,,,,,"latin arena pop,spanish pop,spanish rock",5Hsv8dUHHOdnn72q4XIVz7,Leiva,478257,0.68
635,latin,latin arena pop,latin pop,mexican pop,pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop,pop",7K9rdoOJSiKXoVXPlSkGKT,Paty Cantú,1554981,0.68
636,eurovision,german pop,,,,,,,,,,"eurovision,german pop",5JbALDn35ZrLwVAle4xVqZ,Luca Hänni,66459,0.51
637,dance pop,deep euro house,deep house,edm,german dance,pop,pop dance,tropical house,,,,"dance pop,deep euro house,deep house,edm,german dance,pop,pop dance,tropical house",3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2625970,0.84
638,trap chileno,trap latino,,,,,,,,,,"trap chileno,trap latino",0NnUMWDCDi1snuMja6IdxH,Harry Nach,98109,0.7
639,video game music,,,,,,,,,,,video game music,47mIJdHORyRerp4os813jD,League of Legends,916671,0.82
640,electropop,indie cafe pop,pop,sad rap,social media pop,,,,,,,"electropop,indie cafe pop,pop,sad rap,social media pop",3iri9nBFs9e4wN7PLIetAw,gnash,1566942,0.73
641,boy band,dance pop,pop,pop dance,pop rock,post-teen pop,,,,,,"boy band,dance pop,pop,pop dance,pop rock,post-teen pop",7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,4885448,0.81
642,atl hip hop,pop rap,rap,southern hip hop,trap,,,,,,,"atl hip hop,pop rap,rap,southern hip hop,trap",1RyvyyTE3xzB2ZywiAwp0i,Future,9815622,0.91
643,trap venezolano,,,,,,,,,,,trap venezolano,6ZtLRqHEkAXPWVw0eRbDac,Jeeiph,105084,0.68
644,canadian hip hop,deep underground hip hop,indiana hip hop,underground hip hop,,,,,,,,"canadian hip hop,deep underground hip hop,indiana hip hop,underground hip hop",24SwsBq76FnNeXW9Do4wPI,Mark Battles,35846,0.51
645,,,,,,,,,,,,,5hkhk70G8Pu9UCcfR7OKED,Javy Ramírez,19235,0.45
646,dance pop,edm,pop,pop dance,pop rap,,,,,,,"dance pop,edm,pop,pop dance,pop rap",2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,1102121,0.74
647,broadway,hollywood,show tunes,,,,,,,,,"broadway,hollywood,show tunes",7HV2RI2qNug4EcQqLbCAKS,Keala Settle,135408,0.72
648,rap espanol,trap latino,urbano espanol,,,,,,,,,"rap espanol,trap latino,urbano espanol",4uiEeT7dw0guTJ5CPMsX83,SHB,1992,0.49
649,czech pop,eurovision,,,,,,,,,,"czech pop,eurovision",4UXTIkBW9t9Lcx3xtlaifs,Lake Malawi,12316,0.36
650,latin,reggaeton,trap latino,tropical,,,,,,,,"latin,reggaeton,trap latino,tropical",5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,1566476,0.82
651,,,,,,,,,,,,,0u2TFlIJZJiir8Oi7YkbwV,Eva Ruiz,17022,0.39
652,garage rock,modern rock,permanent wave,rock,sheffield indie,,,,,,,"garage rock,modern rock,permanent wave,rock,sheffield indie",7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,10803833,0.88
653,spanish hip hop,,,,,,,,,,,spanish hip hop,7GmXwGXJSsmWTkCyk5Twux,Kase.O,453452,0.65
654,disco,funk,post-disco,quiet storm,,,,,,,,"disco,funk,post-disco,quiet storm",0NyzfcGDZZ6GM25EBG9BYK,Ray Parker Jr.,46143,0.57
655,latin viral pop,,,,,,,,,,,latin viral pop,5ZQervTJXJJ69aosfpzpk3,Naim Darrechi,215227,0.46
656,reggaeton flow,trap latino,,,,,,,,,,"reggaeton flow,trap latino",2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,136335,0.76
657,eurovision,,,,,,,,,,,eurovision,2JPHexLGEM1hT0Jli8rztQ,Manel Navarro,10507,0.43
658,rap,trap,,,,,,,,,,"rap,trap",4Gso3d4CscCijv0lmajZWs,Don Toliver,1229639,0.87
659,pop,post-teen pop,,,,,,,,,,"pop,post-teen pop",57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,4493970,0.76
660,neo mellow,pop rock,,,,,,,,,,"neo mellow,pop rock",7m60UAnbgFFNuJbmS6OxTk,Sister Hazel,236901,0.56
661,latin,latin arena pop,latin pop,mexican pop,spanish pop,spanish pop rock,,,,,,"latin,latin arena pop,latin pop,mexican pop,spanish pop,spanish pop rock",4U7lXyKdSf1JbM1aXvsodC,La Oreja de Van Gogh,2144820,0.74
662,cantautor,latin rock,spanish indie pop,spanish pop,spanish rock,,,,,,,"cantautor,latin rock,spanish indie pop,spanish pop,spanish rock",2hazSY4Ef3aB9ATXW7F5w3,IZAL,431938,0.65
